Full Name,Data Type,Ngram,Model,Clip Counts,Avg Accuracy,Accuracy Std Dev,Min Accuracy,Max Accuracy,Total Time (s),All Fold Averages
Negated Trigram Multinomial Naive Bayes (ClipCounts=False),Negated,Trigram,Multinomial Naive Bayes,False,0.7785,0.0159765453086704,0.74,0.795,815.8,"[0.785, 0.785, 0.74, 0.79, 0.765, 0.775, 0.785, 0.795, 0.77, 0.795]"
