Full Name,Data Type,Ngram,Model,Clip Counts,Avg Accuracy,Accuracy Std Dev,Min Accuracy,Max Accuracy,Total Time (s),All Fold Averages
Negated Unigram Stochastic Gradient Descent Classifier (ClipCounts=True),Negated,Unigram,Stochastic Gradient Descent Classifier,True,0.8480000000000001,0.0249198715887542,0.805,0.885,52.33,"[0.805, 0.865, 0.84, 0.84, 0.825, 0.86, 0.885, 0.85, 0.825, 0.885]"
