Full Name,Data Type,Ngram,Model,Clip Counts,Sentiment Lexicon Feature,Avg Accuracy,Accuracy Std Dev,Min Accuracy,Max Accuracy,Total Time (s),All Fold Averages
"Lemmatised Unigram Support Vector Machine (ClipCounts=False, SentLexFeature=False)",Lemmatised,Unigram,Support Vector Machine,False,False,0.7380000000000001,0.039319206502675,0.65,0.8,586.46,"[0.75, 0.735, 0.69, 0.745, 0.745, 0.77, 0.8, 0.65, 0.755, 0.74]"
