Full Name,Data Type,Ngram,Model,Clip Counts,Sentiment Lexicon Feature,Avg Accuracy,Accuracy Std Dev,Min Accuracy,Max Accuracy,Total Time (s),All Fold Averages
"Lemmatised Unigram Logistic Regression (ClipCounts=True, SentLexFeature=False)",Lemmatised,Unigram,Logistic Regression,True,False,0.8615,0.0220283907719107,0.83,0.895,174.71,"[0.84, 0.85, 0.84, 0.845, 0.88, 0.875, 0.89, 0.87, 0.83, 0.895]"
