Full Name,Data Type,Ngram,Model,Clip Counts,Sentiment Lexicon Feature,Avg Accuracy,Accuracy Std Dev,Min Accuracy,Max Accuracy,Total Time (s),All Fold Averages
"Original Unigram Stochastic Gradient Descent Classifier (ClipCounts=False, SentLexFeature=True)",Original,Unigram,Stochastic Gradient Descent Classifier,False,True,0.8444999999999998,0.01680029761641146,0.815,0.87,126.09,"[0.835, 0.86, 0.84, 0.815, 0.87, 0.84, 0.855, 0.84, 0.825, 0.865]"
