Full Name,Data Type,Ngram,Model,Clip Counts,Sentiment Lexicon Feature,Avg Accuracy,Accuracy Std Dev,Min Accuracy,Max Accuracy,Total Time (s),All Fold Averages
"Original Trigram Stochastic Gradient Descent Classifier (ClipCounts=False, SentLexFeature=False)",Original,Trigram,Stochastic Gradient Descent Classifier,False,False,0.7645,0.027244265,0.72,0.81,6173.54,"[0.72, 0.795, 0.745, 0.78, 0.725, 0.77, 0.755, 0.775, 0.77, 0.81]"
