Full Name,Data Type,Ngram,Model,Clip Counts,Sentiment Lexicon Feature,Avg Accuracy,Accuracy Std Dev,Min Accuracy,Max Accuracy,Total Time (s),All Fold Averages
"Original Bigram Random Forest Classifier (ClipCounts=True, SentLexFeature=False)",Original,Bigram,Random Forest Classifier,True,False,0.7715,0.034860436,0.715,0.825,1005.53,"[0.765, 0.775, 0.715, 0.75, 0.72, 0.775, 0.825, 0.775, 0.795, 0.82]"
