Full Name,Data Type,Ngram,Model,Clip Counts,Sentiment Lexicon Feature,Avg Accuracy,Accuracy Std Dev,Min Accuracy,Max Accuracy,Total Time (s),All Fold Averages
"Original Trigram Multinomial Naive Bayes (ClipCounts=True, SentLexFeature=False)",Original,Trigram,Multinomial Naive Bayes,True,False,0.784,0.022,0.75,0.82,755.8,"[0.82, 0.795, 0.765, 0.77, 0.75, 0.795, 0.79, 0.815, 0.76, 0.78]"
