Full Name,Data Type,Ngram,Model,Clip Counts,Avg Accuracy,Accuracy Std Dev,Min Accuracy,Max Accuracy,Total Time (s),All Fold Averages
Original Bigram Multinomial Naive Bayes (ClipCounts=True),Original,Bigram,Multinomial Naive Bayes,True,0.858,0.022494444,0.815,0.885,198.03,"[0.815, 0.88, 0.835, 0.865, 0.83, 0.86, 0.87, 0.885, 0.86, 0.88]"
