Full Name,Data Type,Ngram,Model,Clip Counts,Avg Accuracy,Accuracy Std Dev,Min Accuracy,Max Accuracy,Total Time (s),All Fold Averages
Negated Unigram Stochastic Gradient Descent Classifier (ClipCounts=False),Negated,Unigram,Stochastic Gradient Descent Classifier,False,0.8205,0.0267815234816841,0.765,0.86,86.91,"[0.82, 0.81, 0.845, 0.85, 0.82, 0.82, 0.765, 0.79, 0.86, 0.825]"
