Full Name,Data Type,Ngram,Model,Clip Counts,Sentiment Lexicon Feature,Avg Accuracy,Accuracy Std Dev,Min Accuracy,Max Accuracy,Total Time (s),All Fold Averages
"Negated Unigram Support Vector Machine (ClipCounts=True, SentLexFeature=False)",Negated,Unigram,Support Vector Machine,True,False,0.8544999999999998,0.0235,0.825,0.895,999.15,"[0.83, 0.825, 0.825, 0.85, 0.855, 0.85, 0.89, 0.87, 0.855, 0.895]"
