Full Name,Data Type,Ngram,Model,Clip Counts,Sentiment Lexicon Feature,Avg Accuracy,Accuracy Std Dev,Min Accuracy,Max Accuracy,Total Time (s),All Fold Averages
"Lemmatised Bigram Multinomial Naive Bayes (ClipCounts=True, SentLexFeature=False)",Lemmatised,Bigram,Multinomial Naive Bayes,True,False,0.8535,0.023243279,0.805,0.885,843.02,"[0.805, 0.865, 0.84, 0.86, 0.825, 0.85, 0.86, 0.88, 0.865, 0.885]"
