Full Name,Data Type,Ngram,Model,Clip Counts,Avg Accuracy,Accuracy Std Dev,Min Accuracy,Max Accuracy,Total Time (s),All Fold Averages
Original Trigram Stochastic Gradient Descent Classifier (ClipCounts=True),Original,Trigram,Stochastic Gradient Descent Classifier,True,0.7705,0.019422925,0.73,0.795,6061.82,"[0.77, 0.79, 0.75, 0.73, 0.76, 0.78, 0.76, 0.795, 0.785, 0.785]"
